48.01540713097982,-122.54005201591399
48.01540724636618,-122.5400518952618
48.01540715037239,-122.54005201757823
48.01540721924171,-122.54005190029935
48.01540718070227,-122.54005191309989
48.01540923438075,-122.5400510458694
48.01541224524598,-122.54004950847975
48.01541309795177,-122.54004951769288
48.015417183495934,-122.54004695775055
48.01542240648195,-122.54004425601039
48.015426509136404,-122.54004264719863
48.015430017732854,-122.54004164405428
48.015434367905215,-122.54003941833298
48.01543967312345,-122.54003703506267
48.0154450710152,-122.54003429060822
48.01544970892611,-122.54003218082096
48.01545616695995,-122.54002926722269
48.01546227204708,-122.54002647119695
48.01546824596645,-122.54002378456893
48.0154735253673,-122.54002117640967
48.01547933097308,-122.54001867261977
48.01548509200715,-122.5400157369426
48.01549030632253,-122.54001446560213
48.01549657432974,-122.5400121910085
48.01550097785107,-122.54001003069484
48.015507627306064,-122.54000712732774
48.01551236310751,-122.54000578076868
48.01551919639459,-122.54000301522142
48.015527131584086,-122.53999978503634
48.015533230612206,-122.53999719942797
48.01553911882876,-122.53999478081967
48.01554564698812,-122.5399917508251
48.01555238214139,-122.53998912213844
48.01555899027867,-122.53998629097629
48.01555223304846,-122.53998827844224
48.0155624155869,-122.53998414772282
48.015578235936374,-122.53997813028812
48.01558527817764,-122.53997463285666
48.015592818140554,-122.53997161060566
48.015600192963305,-122.53996839511576
48.01560607101189,-122.53996627382165
48.01561224470684,-122.53996365569893
48.01561842850141,-122.53996117258396
48.01562520007667,-122.53995863020354
48.01563266195028,-122.5399556158439
48.01563852114565,-122.5399529545987
48.015644392931186,-122.53995010584237
48.01565043548804,-122.53994770751599
48.01565648738664,-122.53994547882652
48.01566218734154,-122.53994357695655
48.015667615156836,-122.53994146621822
48.01567192208338,-122.53994016880701
48.015676942145696,-122.53993820169904
48.015683282071414,-122.53993592272866
48.0156892530397,-122.53993379280084
48.01569459266331,-122.53993166461508
48.015699255619,-122.5399300636506
48.01570581913968,-122.53992741842615
48.01571206350122,-122.53992529348774
48.015717509271106,-122.53992281057546
48.015721240284584,-122.53992120445469
48.015727699563755,-122.53991825040073
48.01573544342556,-122.53991476459764
48.015742436154866,-122.53991214517417
48.015749478090015,-122.53990845146849
48.01575609202892,-122.53990590995247
48.015763194703894,-122.53990301796603
48.01577025293706,-122.53990009718522
48.01577746935603,-122.53989645032192
48.0157846507222,-122.53989295357418
48.015792581604394,-122.53988948362482
48.01579948714045,-122.53988616074922
48.0158081266198,-122.53988296018473
48.01581536405623,-122.53987981948245
48.015822037608764,-122.53987682615758
48.01582814774463,-122.5398737117253
48.0158338645606,-122.53987132296409
48.015839457665855,-122.53986857013686
48.01584549995526,-122.53986637528466
48.01585186045181,-122.53986350967081
48.015858400589295,-122.53986051589881
48.01586514015684,-122.53985812484059
48.01587184502252,-122.53985515559673
48.01587852636843,-122.53985169813512
48.01588451266593,-122.53984930196496
48.015891437126115,-122.5398459810779
48.015898765694565,-122.53984266558467
48.01590682998109,-122.53983925480127
48.01591416965905,-122.53983581659836
48.01592229117667,-122.53983192998277
48.01592981517896,-122.53982825455317
48.01593715910655,-122.53982530875635
48.01594306838035,-122.53982279510605
48.015948694339805,-122.53981985434552
48.01595423466514,-122.53981726752615
48.01596102695609,-122.5398139329597
48.01596811502552,-122.5398103589243
48.01597583061873,-122.5398066182173
48.01598270110082,-122.53980313279745
48.01598951529334,-122.53979988475213
48.01599657104392,-122.53979674204889
48.01600344097809,-122.53979306871722
48.016009832268985,-122.53978995388997
48.016013878194954,-122.53978773291243
