Latitude,Longitude,Flag
49.123534000443236,-122.70258213516551,4
49.12353402231134,-122.7025820440972,4
49.12353404459816,-122.70258189189197,4
49.123534074740775,-122.70258176626272,4
49.123534084088774,-122.70258171055586,4
49.123534103881155,-122.70258167688927,4
49.123534123185536,-122.70258166172265,4
49.12353412745645,-122.70258168553502,4
49.12353411866013,-122.70258171237998,4
49.123534086067444,-122.70258160026029,4
49.12353406743717,-122.7025814241316,4
49.123534003865586,-122.70258128372274,4
49.12353394195269,-122.70258113889658,4
49.123533933880985,-122.70258099664547,4
49.12353394844291,-122.70258082275446,4
49.123533951068445,-122.70258063096539,4
49.123533928004974,-122.70258037334501,4
49.123533895013146,-122.70258007810148,4
49.12353386194361,-122.70257974720562,4
49.12353385931094,-122.70257932323116,4
49.12353386671746,-122.70257881671812,4
49.12353386092901,-122.70257830240317,4
49.123533814663084,-122.70257779222926,4
49.12353374145044,-122.7025772366962,4
49.12353367251134,-122.70257664372295,4
49.123533582216986,-122.70257600247051,4
49.123533482831135,-122.70257535596392,4
49.12353338764412,-122.70257466929503,4
49.123533296948544,-122.70257393261845,4
49.1235332616295,-122.70257322587187,4
49.12353321432714,-122.70257255497994,4
49.123533181314514,-122.70257186113494,4
49.12353310735912,-122.7025711520405,4
49.12353303650617,-122.70257032523608,4
49.12353301565476,-122.7025695299453,4
49.123532977129074,-122.70256876945241,4
49.12353290870215,-122.70256808104875,4
49.123532886036664,-122.70256739683865,4
49.12353280775097,-122.70256674914334,4
49.12353268530508,-122.70256609077681,4
49.123532548814715,-122.7025653056942,4
49.123532427209526,-122.7025645056487,4
49.12353232931987,-122.70256366915149,4
49.123532253164285,-122.70256292125622,4
49.123532228023365,-122.70256224004038,4
49.123532255642544,-122.70256159868657,4
49.12353221829918,-122.70256095111928,4
49.123532170821704,-122.70256026571188,4
49.123532116595015,-122.70255953406878,4
49.12353208341356,-122.70255876219228,4
49.12353206014845,-122.70255806298258,4
49.123532058000464,-122.70255737811817,4
49.12353206078632,-122.70255682963739,4
49.12353205824803,-122.70255632087579,4
49.12353203007001,-122.7025557532956,4
49.1235319395764,-122.7025551546576,4
49.12353180783917,-122.70255453030718,4
49.123531643241606,-122.70255384573528,4
49.123531501164656,-122.70255312597942,4
49.123531402346046,-122.70255244224138,4
49.12353134897138,-122.70255186558754,4
49.12353125766524,-122.70255129052556,4
49.12353114131767,-122.70255076037603,4
49.12353108715904,-122.70255025403287,4
49.123531040468876,-122.70254967212298,4
49.12353101675499,-122.70254903998118,4
49.12353100213598,-122.70254836806409,4
49.12353101946997,-122.70254770274019,4
49.12353105541393,-122.70254706345652,4
49.123531072634925,-122.70254641594265,4
49.12353105631131,-122.70254589593894,4
49.123531001999,-122.70254539869266,4
49.1235309457654,-122.70254487315216,4
49.12353088960368,-122.70254429777349,4
49.12353080381569,-122.7025436471326,4
49.12353071645867,-122.70254295971475,4
49.12353065921401,-122.70254224118506,4
49.12353062157836,-122.70254152789843,4
49.12353055562172,-122.70254086937564,4
49.12353051121382,-122.70254024443379,4
49.123530492683145,-122.7025396887731,4
49.12353046087506,-122.70253913477444,4
49.123530397542005,-122.70253850164221,4
49.12353033790625,-122.70253785666948,4
49.12353030296127,-122.70253719612818,4
49.12353024437181,-122.70253650308963,4
49.123530203432956,-122.70253580168779,4
49.12353017617631,-122.70253508646523,4
49.12353014629951,-122.70253448212593,4
49.12353010725059,-122.70253396591582,4
49.12353007747081,-122.7025334976691,4
49.12353005486658,-122.7025330349452,4
49.123529994360986,-122.70253246244363,4
49.1235298759554,-122.70253179182116,4
49.12352973291225,-122.70253111003169,4
49.12352961748345,-122.70253038642119,4
49.12352956685345,-122.70252976511932,4
49.12352954880803,-122.70252925694281,4
49.12352953301743,-122.7025288216577,4
49.123529526921914,-122.70252842153832,4
49.12352948798241,-122.7025279963914,4
49.123529444365225,-122.70252752860635,4
49.123529407674134,-122.70252702332328,4
49.12352935344908,-122.70252645424243,4
49.12352929012754,-122.70252582208563,4
49.12352928996167,-122.70252517182797,4
49.12352932014208,-122.70252460130229,4
49.12352930492452,-122.70252408329881,4
49.123529258298525,-122.70252367046386,4
49.12352921045503,-122.70252334600372,4
49.123529150093184,-122.70252301195856,4
49.12352906960056,-122.70252257412892,4
49.12352898827547,-122.70252203941612,4
49.123528917165096,-122.70252150727244,4
49.123528838483885,-122.7025209888296,4
49.123528757358656,-122.7025205342827,4
49.12352869724369,-122.70252015925675,4
49.123528660139634,-122.70251982574605,4
49.123528664589855,-122.70251951504815,4
49.123528697439035,-122.70251933224263,4
49.1235287010199,-122.70251924968541,4
49.12352868369713,-122.70251924842093,4
49.12352871189258,-122.70251936553503,4
49.123528750382036,-122.70251953762454,4
49.12352875953383,-122.70251973202254,4
49.123528751428665,-122.70251976309859,4
49.12352863995065,-122.70251960450761,4
49.12352855869938,-122.7025195353081,4
49.12352852138807,-122.70251953681574,4
49.1235285128047,-122.70251959410682,4
49.12352853608177,-122.70251970323754,4
49.12352861552732,-122.70251981665409,4
49.12352867591561,-122.70251988841764,4
49.12352868447387,-122.70251999299343,4
49.12352866579449,-122.70252003544483,4
49.12352866060362,-122.70252001769,4
